deg,cer,wer
common_voice_en_1.wav,0.0,0.0
common_voice_en_10056.wav,0.0,0.0
common_voice_en_10058.wav,0.0,0.0
common_voice_en_10.wav,0.0,0.0
common_voice_en_100025.wav,0.0,0.0
common_voice_en_10092.wav,0.024691358024691357,0.07692307692307693
common_voice_en_1012.wav,0.0,0.0
common_voice_en_10059.wav,0.0,0.0
common_voice_en_10219.wav,0.0,0.0
common_voice_en_10220.wav,0.0,0.0
common_voice_en_10222.wav,0.0,0.0
common_voice_en_1023.wav,0.0,0.0
common_voice_en_10236.wav,0.046875,0.21428571428571427
common_voice_en_10239.wav,0.0,0.0
common_voice_en_10240.wav,0.0,0.0
common_voice_en_10241.wav,0.0,0.0
common_voice_en_10242.wav,0.0,0.0
common_voice_en_10243.wav,0.0,0.0
common_voice_en_10245.wav,0.0,0.0
common_voice_en_10247.wav,0.0,0.0
common_voice_en_10248.wav,0.0,0.0
common_voice_en_10250.wav,0.0,0.0
common_voice_en_10263.wav,0.0,0.0
common_voice_en_10264.wav,0.0,0.0
common_voice_en_10279.wav,0.0,0.0
common_voice_en_10283.wav,0.0,0.0
common_voice_en_10287.wav,0.0,0.0
common_voice_en_1036.wav,0.0,0.0
common_voice_en_10362.wav,0.0,0.0
common_voice_en_1037.wav,0.0,0.0
common_voice_en_1038.wav,0.0,0.0
common_voice_en_104061.wav,0.0,0.0
common_voice_en_10410.wav,0.0,0.0
common_voice_en_10411.wav,0.0,0.0
common_voice_en_10412.wav,0.0,0.0
common_voice_en_1043.wav,0.0,0.0
common_voice_en_10455.wav,0.0,0.0
common_voice_en_10484.wav,0.0,0.0
common_voice_en_10487.wav,0.0,0.0
common_voice_en_10489.wav,0.0,0.0
common_voice_en_10504.wav,0.0,0.0
common_voice_en_10482.wav,0.0,0.0
common_voice_en_10492.wav,0.0,0.0
common_voice_en_10508.wav,0.0,0.0
common_voice_en_10471.wav,0.0,0.0
common_voice_en_105242.wav,0.0,0.0
common_voice_en_1053.wav,0.04225352112676056,0.07142857142857142
common_voice_en_10646.wav,0.0,0.0
common_voice_en_10659.wav,0.0,0.0
common_voice_en_10696.wav,0.0,0.0
common_voice_en_10699.wav,0.0,0.0
common_voice_en_10702.wav,0.0,0.0
common_voice_en_10706.wav,0.0,0.0
common_voice_en_10710.wav,0.0,0.0
common_voice_en_1077.wav,0.0,0.0
common_voice_en_1078.wav,0.0,0.0
common_voice_en_10784.wav,0.0,0.0
common_voice_en_1079.wav,0.0,0.0
common_voice_en_1080.wav,0.0,0.0
common_voice_en_1082.wav,0.0,0.0
common_voice_en_106078.wav,0.0,0.0
common_voice_en_1081.wav,0.0,0.0
common_voice_en_1054.wav,0.0,0.0
common_voice_en_1083.wav,0.0,0.0
common_voice_en_10832.wav,0.0,0.0
common_voice_en_1084.wav,0.0,0.0
common_voice_en_10854.wav,0.0,0.0
common_voice_en_10856.wav,0.0,0.0
common_voice_en_10858.wav,0.0,0.0
common_voice_en_1086.wav,0.0,0.0
common_voice_en_1087.wav,0.0,0.0
common_voice_en_1088.wav,0.0,0.0
common_voice_en_1089.wav,0.0,0.0
common_voice_en_10899.wav,0.0,0.0
common_voice_en_1090.wav,0.0,0.0
common_voice_en_10900.wav,0.07317073170731707,0.125
common_voice_en_10901.wav,0.0,0.0
common_voice_en_1092.wav,0.0,0.0
common_voice_en_10968.wav,0.0,0.0
common_voice_en_10970.wav,0.0,0.0
common_voice_en_10972.wav,0.0,0.0
common_voice_en_10975.wav,0.0,0.0
common_voice_en_10976.wav,0.0,0.0
common_voice_en_10977.wav,0.0,0.0
common_voice_en_10978.wav,0.0,0.0
common_voice_en_1098.wav,0.0,0.0
common_voice_en_10980.wav,0.0,0.0
common_voice_en_10985.wav,0.0,0.0
common_voice_en_10982.wav,0.0,0.0
common_voice_en_10986.wav,0.0,0.0
common_voice_en_10988.wav,0.0,0.0
common_voice_en_10991.wav,0.0,0.0
common_voice_en_109975.wav,0.0,0.0
common_voice_en_109981.wav,0.0,0.0
common_voice_en_11.wav,0.0,0.0
common_voice_en_110896.wav,0.0,0.0
common_voice_en_10992.wav,0.0,0.0
common_voice_en_10995.wav,0.018518518518518517,0.16666666666666666
